Source Row,Site ID,Name,Pulse,Column,Issue Type,Severity,Value,Suggested Value,Message,Skip Site,Included In Main Output
81,34111,2022 Conaway New Easement Pond West,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
82,34112,2022 Conaway North,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
82,34112,2022 Conaway North,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
82,34112,2022 Conaway North,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
83,34113,2022 Conaway North A,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,Dupe,No
83,34113,2022 Conaway North A,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,Dupe,No
83,34113,2022 Conaway North A,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,Dupe,No
84,34115,2022 Conaway East,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
84,34115,2022 Conaway East,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
84,34115,2022 Conaway East,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
85,34078,2022 Creed Road,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
85,34078,2022 Creed Road,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
85,34078,2022 Creed Road,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
86,34118,2022 Foley Ranch A,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
86,34118,2022 Foley Ranch A,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
86,34118,2022 Foley Ranch A,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
87,34119,2022 Foley Ranch B,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,Dupe,No
87,34119,2022 Foley Ranch B,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,Dupe,No
87,34119,2022 Foley Ranch B,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,Dupe,No
88,33966,2022 Hay Landfill,p1,p1abandon,partial_outcome_missing_p_suffix,REVIEW,ND,ND,"Outcome is Partially Abandoned, but abandon date does not end with P/p.",,Yes
88,33966,2022 Hay Landfill,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
88,33966,2022 Hay Landfill,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
89,34077,2022 Laguna Seca,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
89,34077,2022 Laguna Seca,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
90,34117,2022 Los Vaqueros Reservoir,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
90,34117,2022 Los Vaqueros Reservoir,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
90,34117,2022 Los Vaqueros Reservoir,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
91,34076,2022 Marsh Creek Reservoir,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
91,34076,2022 Marsh Creek Reservoir,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
91,34076,2022 Marsh Creek Reservoir,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
92,34075,2022 Newberry Springs - Lake Wainani,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
92,34075,2022 Newberry Springs - Lake Wainani,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
92,34075,2022 Newberry Springs - Lake Wainani,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
93,33851,2022 OR1,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
93,33851,2022 OR1,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
93,33851,2022 OR1,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
94,34073,2022 OR2,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
94,34073,2022 OR2,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
94,34073,2022 OR2,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
95,34071,2022 Paicines Ranch - Teal Pond,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
95,34071,2022 Paicines Ranch - Teal Pond,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
95,34071,2022 Paicines Ranch - Teal Pond,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
96,34072,2022 Paicines Ranch - Teal Pond B,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,Dupe,No
96,34072,2022 Paicines Ranch - Teal Pond B,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,Dupe,No
96,34072,2022 Paicines Ranch - Teal Pond B,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,Dupe,No
97,52598,2022 Panoche Creek Preserve Loc4,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
97,52598,2022 Panoche Creek Preserve Loc4,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
97,52598,2022 Panoche Creek Preserve Loc4,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
98,34130,2022 Panoche Creek Preserve Loc5,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
98,34130,2022 Panoche Creek Preserve Loc5,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
98,34130,2022 Panoche Creek Preserve Loc5,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
99,52597,2022 Panoche Creek Preserve Loc3,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
99,52597,2022 Panoche Creek Preserve Loc3,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
99,52597,2022 Panoche Creek Preserve Loc3,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
100,34012,2022 Plumas Arboga East,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
100,34012,2022 Plumas Arboga East,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
101,34013,2022 Plumas Arboga West,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,Dupe,No
101,34013,2022 Plumas Arboga West,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,Dupe,No
101,34013,2022 Plumas Arboga West,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,Dupe,No
102,34131,2022 Private Site 1 - not real lat lon,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
102,34131,2022 Private Site 1 - not real lat lon,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
102,34131,2022 Private Site 1 - not real lat lon,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
103,34133,2022 Private Site 2 - not real lat lon,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
103,34133,2022 Private Site 2 - not real lat lon,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
103,34133,2022 Private Site 2 - not real lat lon,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
104,34132,2022 Private Site 3 - not real lat lon,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
104,34132,2022 Private Site 3 - not real lat lon,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
104,34132,2022 Private Site 3 - not real lat lon,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
105,34045,2022 Rancho Jamul,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
105,34045,2022 Rancho Jamul,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
105,34045,2022 Rancho Jamul,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
106,34046,2022 SJWA,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
106,34046,2022 SJWA,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
106,34046,2022 SJWA,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
107,34090,2022 Ohlone - Santa Lucia Preserve,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
107,34090,2022 Ohlone - Santa Lucia Preserve,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
107,34090,2022 Ohlone - Santa Lucia Preserve,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
108,33985,2022 Sedgwick,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
108,33985,2022 Sedgwick,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
109,33984,2022 WA Harder Spring,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
109,33984,2022 WA Harder Spring,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
110,33845,2022 WA1,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
110,33845,2022 WA1,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
110,33845,2022 WA1,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
112,34088,2022 Wind Wolves Preserve Pleitito Creek,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
112,34088,2022 Wind Wolves Preserve Pleitito Creek,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
112,34088,2022 Wind Wolves Preserve Pleitito Creek,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
113,34087,2022 Wind Wolves Preserve Santiago Wetlands,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
113,34087,2022 Wind Wolves Preserve Santiago Wetlands,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
113,34087,2022 Wind Wolves Preserve Santiago Wetlands,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
114,48459,2023 Laguna Fry Confluence - 45 Sump,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
114,48459,2023 Laguna Fry Confluence - 45 Sump,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
114,48459,2023 Laguna Fry Confluence - 45 Sump,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
115,48395,2023 Baja Rancho Cinega,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
115,48395,2023 Baja Rancho Cinega,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
115,48395,2023 Baja Rancho Cinega,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
116,48455,2023 Colusa NWR T27.1,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
116,48455,2023 Colusa NWR T27.1,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
116,48455,2023 Colusa NWR T27.1,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
117,58629,2023 Colusa NWR T27.2,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
117,58629,2023 Colusa NWR T27.2,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
117,58629,2023 Colusa NWR T27.2,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
118,48473,2023 Conaway Ranch - HQ,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
118,48473,2023 Conaway Ranch - HQ,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
118,48473,2023 Conaway Ranch - HQ,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
119,48474,2023 Conaway Ranch NE,p1,p1abandon,p_suffix_without_partial_outcome,REVIEW,6/17/2023P,6/17/2023P,"Abandon date ends with P/p, but outcome is not Partially Abandoned.",,Yes
119,48474,2023 Conaway Ranch NE,p1,p1abandon,successful_outcome_with_abandon_date,REVIEW,6/17/2023P,6/17/2023P,"Outcome is Successful, but abandon date has a value.",,Yes
119,48474,2023 Conaway Ranch NE,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
119,48474,2023 Conaway Ranch NE,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
119,48474,2023 Conaway Ranch NE,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
120,48477,2023 Conaway Ranch North 1,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
120,48477,2023 Conaway Ranch North 1,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
120,48477,2023 Conaway Ranch North 1,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
121,48476,2023 Conaway Ranch North 2,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
121,48476,2023 Conaway Ranch North 2,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
121,48476,2023 Conaway Ranch North 2,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
122,48472,2023 Delevan T6,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
122,48472,2023 Delevan T6,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
122,48472,2023 Delevan T6,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
123,48454,2023 Delevan NWR T43.1,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
123,48454,2023 Delevan NWR T43.1,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
123,48454,2023 Delevan NWR T43.1,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
124,48877,2023 Delevan NWR T43.2,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
124,48877,2023 Delevan NWR T43.2,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
124,48877,2023 Delevan NWR T43.2,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
125,48462,2023 Creed Rd,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
125,48462,2023 Creed Rd,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
125,48462,2023 Creed Rd,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
126,48463,2023 Hale Road,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
126,48463,2023 Hale Road,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
127,48468,2023 Hale Road Site 2,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,Dupe,No
127,48468,2023 Hale Road Site 2,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,Dupe,No
127,48468,2023 Hale Road Site 2,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,Dupe,No
128,48457,2023 Iron Point,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
128,48457,2023 Iron Point,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
128,48457,2023 Iron Point,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
129,48434,2023 Kentucky Lateral,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
129,48434,2023 Kentucky Lateral,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
129,48434,2023 Kentucky Lateral,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
130,48467,2023 Kern - Canebreak Ecological Reserve 4,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
130,48467,2023 Kern - Canebreak Ecological Reserve 4,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
130,48467,2023 Kern - Canebreak Ecological Reserve 4,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
131,48470,2023 Kern - HQ2,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
131,48470,2023 Kern - HQ2,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
132,48465,2023 Laguna Fry Confluence - Site 1,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
132,48465,2023 Laguna Fry Confluence - Site 1,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
132,48465,2023 Laguna Fry Confluence - Site 1,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
133,48747,2023 Weagell Property 1,p2,p2incstart,date_order_error,REVIEW,5/16/2023 > 5/12/2023,5/16/2023 > 5/12/2023,p2mcstart is after p2incstart.,,Yes
133,48747,2023 Weagell Property 1,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
134,48458,2023 Weagell Property 2,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,Dupe,No
134,48458,2023 Weagell Property 2,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,Dupe,No
136,48428,2023 Los Vaqueros - Walnut Trail Marsh,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
136,48428,2023 Los Vaqueros - Walnut Trail Marsh,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
136,48428,2023 Los Vaqueros - Walnut Trail Marsh,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
137,48444,2023 Los Vaqueros Reservoir,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
137,48444,2023 Los Vaqueros Reservoir,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
138,48436,2023 Markham Ravine,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
138,48436,2023 Markham Ravine,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
138,48436,2023 Markham Ravine,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
140,48446,2023 Merced NWR - Cottonwood,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
140,48446,2023 Merced NWR - Cottonwood,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
141,48490,2023 Merced NWR Deadman Wetland Ditch,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
141,48490,2023 Merced NWR Deadman Wetland Ditch,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
141,48490,2023 Merced NWR Deadman Wetland Ditch,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
142,48448,2023 North Regional Pond,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
142,48448,2023 North Regional Pond,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
142,48448,2023 North Regional Pond,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
143,48397,2023 OR Dizney Rd,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
143,48397,2023 OR Dizney Rd,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
143,48397,2023 OR Dizney Rd,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
144,48392,2023 OR Eureka Rd,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
144,48392,2023 OR Eureka Rd,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
144,48392,2023 OR Eureka Rd,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
145,48445,2023 OR Prineville North,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
145,48445,2023 OR Prineville North,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
146,48796,2023 Panoche Creek Preserve - Corrals NW,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,Dupe,No
146,48796,2023 Panoche Creek Preserve - Corrals NW,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,Dupe,No
146,48796,2023 Panoche Creek Preserve - Corrals NW,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,Dupe,No
147,48797,2023 Panoche Creek Preserve - Corrals SE,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
147,48797,2023 Panoche Creek Preserve - Corrals SE,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
147,48797,2023 Panoche Creek Preserve - Corrals SE,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
148,48440,2023 Peterson Ranch Pond - East,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
148,48440,2023 Peterson Ranch Pond - East,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
148,48440,2023 Peterson Ranch Pond - East,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
149,48461,2023 Peterson Ranch Pond - West,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,Dupe,No
149,48461,2023 Peterson Ranch Pond - West,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,Dupe,No
